"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Brake_F"|"Bar"|0|2000|10,"Brake_R"|"Bar"|0|2000|10,"Height_RF"|"mm"|0|255|10,"Height_LF"|"mm"|0|255|10,"Height_LR"|"mm"|0|80|10,"Height_RR"|"mm"|0|255|10,"Steering"|"deg"|-100|100|10,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"Unknown"|""|0|1024|25,"Log_Button"|""|0.0|10.0|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
36083,0,,,,,,,,0.26,0.14,0.33,2,23,-13,0.3,0,,,,,,,,,,,,,,,,,
36123,0,,,,,,,,0.02,0.22,-0.11,2,2,1,0.22,0,,,,,,,,,,,,,,,,,
36163,0,,,,,,,,-0.11,0.11,-0.47,2,-9,11,0.15,0,,,,,,,,,,,,,,,,,
36203,0,,,,,,,,-0.1,-0.03,-0.23,2,-8,8,0.11,0,,,,,,,,,,,,,,,,,
36243,0,1,1,47,49,32,37,-13,0.09,-0.13,0.19,1,5,-6,0.16,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.604
36283,0,,,,,,,,0.25,-0.09,0.54,0,16,-17,0.26,0,,,,,,,,,,,,,,,,,
36323,0,,,,,,,,0.35,-0.03,0.81,1,18,-17,0.35,0,,,,,,,,,,,,,,,,,
36363,0,,,,,,,,0.46,0.03,1.04,0,12,-10,0.46,0,,,,,,,,,,,,,,,,,
36403,0,,,,,,,,0.39,0.18,0.61,0,-7,6,0.42,0,,,,,,,,,,,,,,,,,
36443,0,-0,2,47,49,32,37,-13,0.18,0.21,0.12,0,-14,11,0.28,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.6074
36483,0,,,,,,,,0.05,0.07,-0.29,-0,-3,1,0.08,0,,,,,,,,,,,,,,,,,
36523,0,,,,,,,,0.07,-0.11,0.05,-0,10,-13,0.12,0,,,,,,,,,,,,,,,,,
36563,0,,,,,,,,0.21,-0.2,0.42,-0,19,-19,0.29,0,,,,,,,,,,,,,,,,,
36603,0,,,,,,,,0.37,-0.13,0.72,-0,13,-13,0.39,0,,,,,,,,,,,,,,,,,
36643,0,1,1,47,49,32,37,-12,0.39,0.04,0.56,0,0,-1,0.39,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.6107
36683,0,,,,,,,,0.18,0.19,0.08,1,-11,11,0.26,0,,,,,,,,,,,,,,,,,
36723,0,,,,,,,,0.0,0.12,-0.32,1,-9,9,0.12,0,,,,,,,,,,,,,,,,,
36763,0,,,,,,,,0.15,-0.08,0.12,1,7,-6,0.17,0,,,,,,,,,,,,,,,,,
36803,0,,,,,,,,0.28,-0.01,0.48,1,7,-4,0.28,0,,,,,,,,,,,,,,,,,
36843,0,1,3,47,49,32,37,-14,0.22,0.17,0.04,2,-4,6,0.28,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.614
