"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Brake_F"|"Bar"|0|2000|10,"Brake_R"|"Bar"|0|2000|10,"Height_RF"|"mm"|0|255|10,"Height_LF"|"mm"|0|255|10,"Height_LR"|"mm"|0|80|10,"Height_RR"|"mm"|0|255|10,"Steering"|"deg"|-100|100|10,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"Unknown"|""|0|1024|25,"Log_Button"|""|0.0|10.0|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
31083,0,,,,,,,,0.15,0.02,0.69,1,2,-1,0.15,0,,,,,,,,,,,,,,,,,
31123,0,,,,,,,,0.05,-0.01,0.59,1,3,-2,0.05,0,,,,,,,,,,,,,,,,,
31163,0,,,,,,,,-0.01,-0.02,0.46,1,1,1,0.02,0,,,,,,,,,,,,,,,,,
31203,0,,,,,,,,0.11,0.02,0.75,1,-1,0,0.11,0,,,,,,,,,,,,,,,,,
31243,0,-1,2,48,48,32,36,-6,0.05,-0.02,0.64,1,3,-1,0.06,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.5207
31283,0,,,,,,,,-0.01,0.04,0.55,1,-1,1,0.04,0,,,,,,,,,,,,,,,,,
31323,0,,,,,,,,0.15,0.03,0.75,1,2,-1,0.16,0,,,,,,,,,,,,,,,,,
31363,0,,,,,,,,-0.04,-0.06,0.31,1,0,0,0.07,0,,,,,,,,,,,,,,,,,
31403,0,,,,,,,,0.13,0.02,0.56,1,1,0,0.13,0,,,,,,,,,,,,,,,,,
31443,0,1,3,48,49,32,36,-7,-0.03,-0.09,0.31,1,1,1,0.09,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.524
31483,0,,,,,,,,0.14,0.0,0.63,1,0,-0,0.14,0,,,,,,,,,,,,,,,,,
31523,0,,,,,,,,-0.06,-0.05,0.28,1,-1,1,0.08,0,,,,,,,,,,,,,,,,,
31563,0,,,,,,,,0.11,0.02,0.61,1,0,-0,0.12,0,,,,,,,,,,,,,,,,,
31603,0,,,,,,,,-0.04,-0.01,0.29,1,0,1,0.04,0,,,,,,,,,,,,,,,,,
31643,0,-1,3,48,49,32,36,-6,0.05,0.01,0.37,1,-2,1,0.05,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.5274
31683,0,,,,,,,,0.1,-0.01,0.42,1,2,-1,0.1,0,,,,,,,,,,,,,,,,,
31723,0,,,,,,,,-0.01,-0.06,0.34,1,2,-0,0.06,0,,,,,,,,,,,,,,,,,
31763,0,,,,,,,,-0.04,-0.01,0.37,1,-3,1,0.05,0,,,,,,,,,,,,,,,,,
31803,0,,,,,,,,0.08,-0.01,0.65,1,-1,-0,0.08,0,,,,,,,,,,,,,,,,,
31843,0,-1,2,48,48,32,36,-7,0.11,-0.0,0.63,1,3,-2,0.11,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.5307
31883,0,,,,,,,,0.04,-0.01,0.58,1,2,-1,0.04,0,,,,,,,,,,,,,,,,,
31923,0,,,,,,,,-0.01,-0.04,0.55,1,1,0,0.05,0,,,,,,,,,,,,,,,,,
31963,0,,,,,,,,0.03,-0.01,0.69,1,-2,0,0.03,0,,,,,,,,,,,,,,,,,
32003,0,,,,,,,,0.18,0.01,0.87,0,4,-2,0.18,0,,,,,,,,,,,,,,,,,
32043,0,-1,2,48,48,32,36,-6,0.07,0.01,0.77,1,4,-1,0.07,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.534
32083,0,,,,,,,,0.0,-0.02,0.6,1,-0,0,0.02,0,,,,,,,,,,,,,,,,,
32123,0,,,,,,,,0.14,0.03,0.87,1,2,-2,0.15,0,,,,,,,,,,,,,,,,,
32163,0,,,,,,,,0.02,-0.06,0.63,0,1,-0,0.06,0,,,,,,,,,,,,,,,,,
32203,0,,,,,,,,0.07,0.03,0.82,1,0,-1,0.08,0,,,,,,,,,,,,,,,,,
32243,0,-1,2,48,48,32,36,-6,-0.02,-0.03,0.66,1,0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.5374
32283,0,,,,,,,,0.1,0.05,0.92,1,1,-1,0.11,0,,,,,,,,,,,,,,,,,
