"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Brake_F"|"Bar"|0|2000|10,"Brake_R"|"Bar"|0|2000|10,"Height_RF"|"mm"|0|255|10,"Height_LF"|"mm"|0|255|10,"Height_LR"|"mm"|0|80|10,"Height_RR"|"mm"|0|255|10,"Steering"|"deg"|-100|100|10,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"Unknown"|""|0|1024|25,"Log_Button"|""|0.0|10.0|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
17483,0,,,,,,,,-1.13,0.02,1.31,-0,-18,-1,1.13,0,,,,,,,,,,,,,,,,,
17523,0,,,,,,,,-1.29,0.02,1.44,-0,-33,1,1.29,0,,,,,,,,,,,,,,,,,
17563,0,,,,,,,,-1.43,0.04,1.55,-0,-55,4,1.43,0,,,,,,,,,,,,,,,,,
17603,0,,,,,,,,-1.19,0.12,1.23,-0,-80,10,1.2,0,,,,,,,,,,,,,,,,,
17643,0,0,0,48,50,33,36,12,-0.63,0.14,0.71,0,-78,9,0.64,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.294
17683,0,,,,,,,,-0.13,0.06,0.2,0,-47,6,0.14,0,,,,,,,,,,,,,,,,,
17723,0,,,,,,,,0.28,-0.01,-0.22,1,-10,3,0.28,0,,,,,,,,,,,,,,,,,
17763,0,,,,,,,,0.6,-0.04,-0.46,1,31,-2,0.61,0,,,,,,,,,,,,,,,,,
17803,0,,,,,,,,0.79,-0.08,-0.16,1,64,-6,0.79,0,,,,,,,,,,,,,,,,,
17843,0,-1,2,48,50,32,37,11,0.67,-0.1,0.25,1,86,-11,0.68,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.2974
17883,0,,,,,,,,0.26,-0.11,0.58,0,86,-12,0.29,0,,,,,,,,,,,,,,,,,
17923,0,,,,,,,,-0.17,-0.15,0.85,0,60,-8,0.22,0,,,,,,,,,,,,,,,,,
17963,0,,,,,,,,-0.51,-0.1,1.07,-0,19,-4,0.52,0,,,,,,,,,,,,,,,,,
18003,0,,,,,,,,-0.8,-0.05,1.24,-0,-23,2,0.8,0,,,,,,,,,,,,,,,,,
18043,0,0,1,48,49,33,37,12,-0.96,0.0,1.22,-0,-54,7,0.96,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3007
18083,0,,,,,,,,-1.0,0.05,1.13,-0,-79,10,1.0,0,,,,,,,,,,,,,,,,,
18123,0,,,,,,,,-0.66,0.09,1.15,0,-86,10,0.66,0,,,,,,,,,,,,,,,,,
18163,0,,,,,,,,-0.29,0.12,0.61,0,-88,11,0.31,0,,,,,,,,,,,,,,,,,
18203,0,,,,,,,,0.14,0.13,0.28,0,-73,9,0.19,0,,,,,,,,,,,,,,,,,
18243,0,-1,2,48,49,32,37,11,0.5,0.08,-0.13,0,-38,5,0.5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.304
18283,0,,,,,,,,0.78,0.02,-0.49,0,6,1,0.78,0,,,,,,,,,,,,,,,,,
18323,0,,,,,,,,0.99,-0.01,-0.67,0,40,-4,0.99,0,,,,,,,,,,,,,,,,,
18363,0,,,,,,,,0.76,-0.07,-0.34,0,54,-8,0.77,0,,,,,,,,,,,,,,,,,
18403,0,,,,,,,,0.32,-0.11,0.1,0,44,-6,0.34,0,,,,,,,,,,,,,,,,,
18443,0,-1,2,48,49,32,37,11,-0.12,-0.1,0.46,0,14,-4,0.16,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3074
18483,0,,,,,,,,-0.33,-0.01,0.6,0,-26,3,0.33,0,,,,,,,,,,,,,,,,,
18523,0,,,,,,,,0.11,0.02,0.17,1,-44,8,0.12,0,,,,,,,,,,,,,,,,,
18563,0,,,,,,,,0.47,-0.06,-0.24,1,-33,7,0.48,0,,,,,,,,,,,,,,,,,
18603,0,,,,,,,,0.76,-0.09,-0.53,1,-0,5,0.77,0,,,,,,,,,,,,,,,,,
18643,0,1,1,48,50,32,37,12,1.0,-0.1,-0.28,0,36,2,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3107
18683,0,,,,,,,,1.06,-0.08,0.09,0,72,-5,1.06,0,,,,,,,,,,,,,,,,,
18723,0,,,,,,,,0.74,-0.09,0.45,1,92,-8,0.74,0,,,,,,,,,,,,,,,,,
18763,0,,,,,,,,0.22,-0.09,0.74,0,88,-9,0.23,0,,,,,,,,,,,,,,,,,
18803,0,,,,,,,,-0.2,-0.05,0.98,0,55,-6,0.21,0,,,,,,,,,,,,,,,,,
18843,0,0,3,48,50,32,37,10,-0.47,0.0,1.1,0,7,0,0.47,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.314
18883,0,,,,,,,,-0.29,0.08,0.8,0,-28,5,0.3,0,,,,,,,,,,,,,,,,,
18923,0,,,,,,,,0.02,0.09,0.56,1,-46,6,0.09,0,,,,,,,,,,,,,,,,,
18963,0,,,,,,,,0.4,0.1,0.07,1,-54,7,0.41,0,,,,,,,,,,,,,,,,,
19003,0,,,,,,,,0.7,0.04,-0.23,1,-36,4,0.7,0,,,,,,,,,,,,,,,,,
19043,0,-1,2,48,49,32,37,12,0.85,-0.04,-0.43,1,2,-1,0.85,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3174
19083,0,,,,,,,,0.5,-0.06,0.03,1,26,-5,0.5,0,,,,,,,,,,,,,,,,,
19123,0,,,,,,,,0.02,-0.06,0.4,1,27,-7,0.07,0,,,,,,,,,,,,,,,,,
19163,0,,,,,,,,-0.36,-0.06,0.67,0,-1,-2,0.37,0,,,,,,,,,,,,,,,,,
19203,0,,,,,,,,-0.6,0.02,0.81,1,-34,4,0.6,0,,,,,,,,,,,,,,,,,
19243,0,0,3,48,49,33,37,10,-0.19,0.07,0.41,1,-41,6,0.2,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3207
19283,0,,,,,,,,0.23,-0.03,0.08,1,-12,0,0.23,0,,,,,,,,,,,,,,,,,
19323,0,,,,,,,,0.33,-0.1,-0.04,0,17,-2,0.34,0,,,,,,,,,,,,,,,,,
19363,0,,,,,,,,-0.07,-0.14,0.35,0,16,-3,0.16,0,,,,,,,,,,,,,,,,,
19403,0,,,,,,,,-0.39,-0.06,0.66,0,-17,1,0.4,0,,,,,,,,,,,,,,,,,
19443,0,-0,2,48,50,33,37,11,-0.06,0.03,0.61,0,-20,1,0.07,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.324
19483,0,,,,,,,,0.18,-0.07,0.4,0,8,-3,0.19,0,,,,,,,,,,,,,,,,,
19523,0,,,,,,,,-0.18,-0.13,0.66,0,5,-1,0.22,0,,,,,,,,,,,,,,,,,
19563,0,,,,,,,,-0.47,-0.07,0.82,0,-27,6,0.48,0,,,,,,,,,,,,,,,,,
19603,0,,,,,,,,-0.11,0.02,0.48,1,-27,5,0.11,0,,,,,,,,,,,,,,,,,
19643,0,-1,2,48,49,33,37,12,0.23,-0.04,0.14,1,6,-0,0.24,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3274
19683,0,,,,,,,,-0.1,-0.1,0.4,1,8,0,0.14,0,,,,,,,,,,,,,,,,,
19723,0,,,,,,,,-0.38,-0.04,0.56,1,-20,5,0.38,0,,,,,,,,,,,,,,,,,
19763,0,,,,,,,,0.04,0.02,0.08,1,-8,3,0.05,0,,,,,,,,,,,,,,,,,
19803,0,,,,,,,,0.4,-0.03,-0.32,1,23,-1,0.4,0,,,,,,,,,,,,,,,,,
19843,0,0,2,48,49,33,37,12,0.1,-0.08,0.07,0,26,-2,0.13,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3307
19883,0,,,,,,,,-0.04,-0.05,0.18,0,-1,1,0.06,0,,,,,,,,,,,,,,,,,
19923,0,,,,,,,,0.34,-0.05,0.08,0,3,-0,0.35,0,,,,,,,,,,,,,,,,,
19963,0,,,,,,,,0.03,-0.11,0.26,0,20,-2,0.11,0,,,,,,,,,,,,,,,,,
20003,0,,,,,,,,-0.25,-0.04,0.59,0,-1,0,0.26,0,,,,,,,,,,,,,,,,,
20043,0,0,0,48,50,32,36,11,0.17,0.0,0.31,0,-11,2,0.17,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.334
20083,0,,,,,,,,0.06,-0.06,0.32,0,12,-1,0.08,0,,,,,,,,,,,,,,,,,
20123,0,,,,,,,,-0.33,-0.04,0.64,0,-2,0,0.33,0,,,,,,,,,,,,,,,,,
20163,0,,,,,,,,-0.03,0.04,0.25,0,-20,3,0.05,0,,,,,,,,,,,,,,,,,
20203,0,,,,,,,,0.21,-0.01,0.09,0,7,-2,0.21,0,,,,,,,,,,,,,,,,,
20243,0,1,0,48,50,32,36,12,-0.21,-0.07,0.45,0,10,-2,0.22,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3374
20283,0,,,,,,,,-0.07,0.02,0.6,0,-11,1,0.07,0,,,,,,,,,,,,,,,,,
20323,0,,,,,,,,0.04,-0.04,0.58,0,3,-1,0.06,0,,,,,,,,,,,,,,,,,
20363,0,,,,,,,,-0.09,-0.06,0.75,0,-5,1,0.11,0,,,,,,,,,,,,,,,,,
20403,0,,,,,,,,-0.01,-0.09,0.61,0,1,-1,0.09,0,,,,,,,,,,,,,,,,,
20443,0,-0,2,48,49,33,37,12,0.02,-0.01,0.8,0,-5,1,0.03,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3407
20483,0,,,,,,,,-0.08,-0.06,0.71,0,-1,-0,0.1,0,,,,,,,,,,,,,,,,,
20523,0,,,,,,,,0.12,-0.01,0.95,1,-1,-1,0.12,0,,,,,,,,,,,,,,,,,
20563,0,,,,,,,,0.04,-0.04,0.91,1,-2,-1,0.05,0,,,,,,,,,,,,,,,,,
20603,0,,,,,,,,-0.09,-0.06,0.73,0,-4,0,0.11,0,,,,,,,,,,,,,,,,,
20643,0,1,0,48,50,32,37,11,-0.01,-0.04,0.85,1,0,-1,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.344
20683,0,,,,,,,,0.04,-0.0,0.93,1,-1,-1,0.04,0,,,,,,,,,,,,,,,,,
20723,0,,,,,,,,0.0,-0.04,0.89,1,-4,1,0.04,0,,,,,,,,,,,,,,,,,
20763,0,,,,,,,,-0.09,-0.07,0.77,1,-4,1,0.12,0,,,,,,,,,,,,,,,,,
20803,0,,,,,,,,0.04,-0.04,0.92,1,0,-0,0.06,0,,,,,,,,,,,,,,,,,
20843,0,0,2,48,49,33,37,12,0.12,-0.01,1.01,1,-0,-0,0.12,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3474
20883,0,,,,,,,,0.0,-0.04,1.0,0,-3,1,0.04,0,,,,,,,,,,,,,,,,,
20923,0,,,,,,,,0.0,-0.05,0.93,0,0,0,0.05,0,,,,,,,,,,,,,,,,,
20963,0,,,,,,,,0.15,-0.0,1.1,1,2,-1,0.15,0,,,,,,,,,,,,,,,,,
21003,0,,,,,,,,0.02,-0.01,1.03,0,-3,0,0.02,0,,,,,,,,,,,,,,,,,
21043,0,0,2,48,50,32,37,12,0.05,-0.03,0.95,0,2,-1,0.06,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3507
21083,0,,,,,,,,0.21,0.02,1.13,1,4,-2,0.21,0,,,,,,,,,,,,,,,,,
21123,0,,,,,,,,0.03,0.0,1.11,0,-1,-0,0.03,0,,,,,,,,,,,,,,,,,
21163,0,,,,,,,,0.1,0.01,1.08,0,4,-1,0.1,0,,,,,,,,,,,,,,,,,
21203,0,,,,,,,,0.13,0.01,1.14,0,0,-1,0.13,0,,,,,,,,,,,,,,,,,
21243,0,0,1,48,50,32,37,12,-0.04,-0.04,0.96,0,-0,-0,0.06,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.354
21283,0,,,,,,,,0.06,-0.03,1.02,0,2,-1,0.07,0,,,,,,,,,,,,,,,,,
21323,0,,,,,,,,-0.09,-0.03,0.94,0,-2,1,0.1,0,,,,,,,,,,,,,,,,,
21363,0,,,,,,,,-0.01,-0.06,0.98,0,5,-1,0.06,0,,,,,,,,,,,,,,,,,
21403,0,,,,,,,,-0.02,-0.02,1.08,0,-2,1,0.03,0,,,,,,,,,,,,,,,,,
21443,0,-0,2,48,49,33,37,12,-0.02,-0.03,0.99,0,6,-2,0.03,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3574
21483,0,,,,,,,,0.05,0.04,1.07,0,-3,1,0.06,0,,,,,,,,,,,,,,,,,
21523,0,,,,,,,,-0.05,-0.01,0.98,0,3,-0,0.05,0,,,,,,,,,,,,,,,,,
21563,0,,,,,,,,0.12,0.04,1.15,0,-3,1,0.13,0,,,,,,,,,,,,,,,,,
21603,0,,,,,,,,-0.04,-0.02,1.02,1,2,-0,0.04,0,,,,,,,,,,,,,,,,,
21643,0,0,3,48,50,33,36,10,0.17,0.02,1.16,1,3,-1,0.17,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3607
21683,0,,,,,,,,-0.03,-0.03,1.06,0,-3,1,0.04,0,,,,,,,,,,,,,,,,,
21723,0,,,,,,,,0.07,-0.02,0.97,0,2,-0,0.08,0,,,,,,,,,,,,,,,,,
21763,0,,,,,,,,0.12,0.03,1.05,1,-3,1,0.12,0,,,,,,,,,,,,,,,,,
21803,0,,,,,,,,-0.05,-0.05,0.92,0,-2,1,0.07,0,,,,,,,,,,,,,,,,,
21843,0,-1,2,48,49,33,37,11,0.08,-0.0,1.01,1,2,-0,0.08,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.364
21883,0,,,,,,,,0.1,0.0,0.97,1,-2,1,0.1,0,,,,,,,,,,,,,,,,,
21923,0,,,,,,,,-0.09,-0.05,0.78,0,0,0,0.1,0,,,,,,,,,,,,,,,,,
21963,0,,,,,,,,0.15,-0.01,0.88,1,-0,0,0.15,0,,,,,,,,,,,,,,,,,
22003,0,,,,,,,,-0.08,-0.05,0.8,0,-2,1,0.1,0,,,,,,,,,,,,,,,,,
22043,0,0,1,48,50,32,37,11,0.22,-0.01,0.95,1,2,-1,0.22,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3674
22083,0,,,,,,,,-0.06,-0.05,0.97,1,-1,1,0.08,0,,,,,,,,,,,,,,,,,
22123,0,,,,,,,,0.23,-0.01,1.01,1,3,-1,0.23,0,,,,,,,,,,,,,,,,,
22163,0,,,,,,,,-0.07,-0.05,1.01,1,-2,0,0.09,0,,,,,,,,,,,,,,,,,
22203,0,,,,,,,,0.24,0.0,1.12,1,2,-1,0.24,0,,,,,,,,,,,,,,,,,
22243,0,-0,3,48,50,33,36,12,-0.11,-0.07,1.07,0,-1,0,0.13,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3707
22283,0,,,,,,,,0.16,-0.01,1.12,1,-2,0,0.16,0,,,,,,,,,,,,,,,,,
22323,0,,,,,,,,0.13,-0.07,0.86,0,11,-2,0.15,0,,,,,,,,,,,,,,,,,
22363,0,,,,,,,,-0.27,-0.09,1.07,0,-9,1,0.29,0,,,,,,,,,,,,,,,,,
22403,0,,,,,,,,-0.03,-0.02,0.68,0,-17,3,0.03,0,,,,,,,,,,,,,,,,,
22443,0,-1,2,48,49,32,37,11,0.36,-0.05,0.3,0,14,-2,0.36,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.374
22483,0,,,,,,,,0.63,-0.08,0.19,0,46,-6,0.63,0,,,,,,,,,,,,,,,,,
22523,0,,,,,,,,0.3,-0.11,0.53,0,47,-6,0.32,0,,,,,,,,,,,,,,,,,
22563,0,,,,,,,,-0.14,-0.11,0.81,0,24,-4,0.17,0,,,,,,,,,,,,,,,,,
22603,0,,,,,,,,-0.49,-0.06,0.94,0,-13,3,0.49,0,,,,,,,,,,,,,,,,,
22643,0,0,1,48,50,32,37,11,-0.32,0.01,0.68,0,-27,5,0.32,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3774
22683,0,,,,,,,,0.07,-0.06,0.17,0,1,0,0.09,0,,,,,,,,,,,,,,,,,
22723,0,,,,,,,,-0.21,-0.12,0.5,1,22,-2,0.25,0,,,,,,,,,,,,,,,,,
22763,0,,,,,,,,-0.55,-0.09,0.79,0,3,-2,0.56,0,,,,,,,,,,,,,,,,,
22803,0,,,,,,,,-0.66,0.03,1.0,0,-38,4,0.66,0,,,,,,,,,,,,,,,,,
22843,0,-0,2,48,49,33,37,10,-0.2,0.08,0.7,0,-53,6,0.21,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3807
22883,0,,,,,,,,0.22,0.01,0.23,0,-21,2,0.22,0,,,,,,,,,,,,,,,,,
22923,0,,,,,,,,0.05,-0.05,0.4,0,11,-2,0.07,0,,,,,,,,,,,,,,,,,
22963,0,,,,,,,,-0.34,-0.08,0.7,0,13,-4,0.35,0,,,,,,,,,,,,,,,,,
23003,0,,,,,,,,-0.66,0.02,0.85,0,-15,-1,0.66,0,,,,,,,,,,,,,,,,,
23043,0,0,3,48,49,33,36,11,-0.81,0.11,0.94,0,-54,6,0.82,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.384
23083,0,,,,,,,,-0.44,0.17,0.46,0,-69,11,0.47,0,,,,,,,,,,,,,,,,,
23123,0,,,,,,,,0.03,0.09,-0.01,0,-47,8,0.09,0,,,,,,,,,,,,,,,,,
23163,0,,,,,,,,0.4,0.04,-0.03,1,-6,3,0.4,0,,,,,,,,,,,,,,,,,
23203,0,,,,,,,,0.24,-0.05,0.26,0,19,1,0.24,0,,,,,,,,,,,,,,,,,
23243,0,-0,2,48,50,33,36,11,-0.19,-0.05,0.59,0,14,0,0.19,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3874
23283,0,,,,,,,,-0.53,-0.01,0.81,1,-14,3,0.53,0,,,,,,,,,,,,,,,,,
23323,0,,,,,,,,-0.53,0.08,0.6,1,-46,9,0.54,0,,,,,,,,,,,,,,,,,
23363,0,,,,,,,,-0.06,0.1,0.23,1,-48,9,0.11,0,,,,,,,,,,,,,,,,,
23403,0,,,,,,,,0.33,0.0,-0.11,1,-8,3,0.33,0,,,,,,,,,,,,,,,,,
23443,0,1,1,48,50,32,37,11,0.55,-0.07,-0.07,1,26,-1,0.55,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3907
23483,0,,,,,,,,0.15,-0.16,0.32,0,35,-3,0.22,0,,,,,,,,,,,,,,,,,
23523,0,,,,,,,,-0.26,-0.09,0.64,0,9,-1,0.27,0,,,,,,,,,,,,,,,,,
23563,0,,,,,,,,-0.57,-0.01,0.9,0,-26,3,0.57,0,,,,,,,,,,,,,,,,,
23603,0,,,,,,,,-0.4,0.05,0.64,1,-47,6,0.41,0,,,,,,,,,,,,,,,,,
23643,0,-1,3,48,50,33,36,12,0.05,0.05,0.28,1,-38,5,0.07,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.394
23683,0,,,,,,,,0.38,0.03,-0.15,1,-3,1,0.38,0,,,,,,,,,,,,,,,,,
23723,0,,,,,,,,0.21,-0.06,0.26,1,16,-2,0.22,0,,,,,,,,,,,,,,,,,
23763,0,,,,,,,,-0.21,-0.07,0.59,1,-2,-2,0.22,0,,,,,,,,,,,,,,,,,
23803,0,,,,,,,,-0.55,0.0,0.86,0,-36,1,0.55,0,,,,,,,,,,,,,,,,,
23843,0,-1,2,48,49,32,37,11,-0.83,0.07,1.07,1,-72,7,0.83,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3974
23883,0,,,,,,,,-0.86,0.12,1.25,1,-87,9,0.86,0,,,,,,,,,,,,,,,,,
23923,0,,,,,,,,-0.31,0.12,0.71,1,-58,5,0.34,0,,,,,,,,,,,,,,,,,
23963,0,,,,,,,,0.02,0.02,0.35,0,-22,2,0.03,0,,,,,,,,,,,,,,,,,
24003,0,,,,,,,,-0.29,-0.04,0.66,0,-17,0,0.29,0,,,,,,,,,,,,,,,,,
24043,0,1,3,48,49,32,37,12,-0.62,-0.05,0.91,0,-40,3,0.62,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.4007
24083,0,,,,,,,,-0.48,0.04,0.84,0,-62,7,0.48,0,,,,,,,,,,,,,,,,,
24123,0,,,,,,,,-0.01,-0.02,0.3,1,-52,6,0.02,0,,,,,,,,,,,,,,,,,
24163,0,,,,,,,,0.17,-0.06,0.2,1,-17,1,0.19,0,,,,,,,,,,,,,,,,,
24203,0,,,,,,,,-0.24,-0.08,0.54,0,2,-2,0.25,0,,,,,,,,,,,,,,,,,
24243,0,-1,2,48,49,32,37,11,-0.57,0.01,0.82,0,-21,-0,0.57,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.404
24283,0,,,,,,,,-0.33,0.12,0.5,1,-54,6,0.35,0,,,,,,,,,,,,,,,,,
24323,0,,,,,,,,0.12,0.09,0.24,1,-47,4,0.15,0,,,,,,,,,,,,,,,,,
24363,0,,,,,,,,0.15,-0.0,0.2,0,-11,-0,0.15,0,,,,,,,,,,,,,,,,,
24403,0,,,,,,,,-0.26,-0.04,0.54,0,-9,0,0.26,0,,,,,,,,,,,,,,,,,
24443,0,-1,4,48,49,33,36,12,-0.41,0.08,0.51,0,-35,4,0.42,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.4074
24483,0,,,,,,,,0.05,0.08,0.37,0,-32,3,0.09,0,,,,,,,,,,,,,,,,,
24523,0,,,,,,,,-0.05,-0.04,0.36,0,-9,-0,0.06,0,,,,,,,,,,,,,,,,,
24563,0,,,,,,,,-0.22,-0.01,0.51,0,-22,3,0.22,0,,,,,,,,,,,,,,,,,
24603,0,,,,,,,,0.2,0.04,0.43,0,-14,1,0.2,0,,,,,,,,,,,,,,,,,
24643,0,-1,2,48,49,32,37,12,-0.03,-0.07,0.45,0,-2,-1,0.07,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.4107
24683,0,,,,,,,,-0.04,-0.01,0.5,0,-17,2,0.04,0,,,,,,,,,,,,,,,,,
24723,0,,,,,,,,0.25,-0.05,0.35,0,-1,-2,0.25,0,,,,,,,,,,,,,,,,,
24763,0,,,,,,,,-0.16,-0.11,0.52,0,-3,-0,0.19,0,,,,,,,,,,,,,,,,,
24803,0,,,,,,,,0.06,-0.05,0.35,0,-13,1,0.08,0,,,,,,,,,,,,,,,,,
