"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Brake_F"|"Bar"|0|2000|10,"Brake_R"|"Bar"|0|2000|10,"Height_RF"|"mm"|0|255|10,"Height_LF"|"mm"|0|255|10,"Height_LR"|"mm"|0|80|10,"Height_RR"|"mm"|0|255|10,"Steering"|"deg"|-100|100|10,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"Unknown"|""|0|1024|25,"Log_Button"|""|0.0|10.0|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
57083,0,,,,,,,,0.11,0.24,-0.07,-1,-3,6,0.26,0,,,,,,,,,,,,,,,,,
57123,0,,,,,,,,0.07,0.26,-0.13,-1,-4,8,0.27,0,,,,,,,,,,,,,,,,,
57163,0,,,,,,,,-0.11,0.26,-0.48,-1,-7,12,0.29,0,,,,,,,,,,,,,,,,,
57203,0,,,,,,,,0.07,0.19,-0.41,1,-10,17,0.2,0,,,,,,,,,,,,,,,,,
57243,0,1,3,49,52,33,37,3,0.12,0.21,-0.31,2,5,6,0.24,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.954
57283,0,,,,,,,,0.04,0.28,-0.23,1,10,-3,0.28,0,,,,,,,,,,,,,,,,,
57323,0,,,,,,,,0.0,0.27,-0.21,1,-11,11,0.27,0,,,,,,,,,,,,,,,,,
57363,0,,,,,,,,0.13,0.35,0.21,1,-3,0,0.37,0,,,,,,,,,,,,,,,,,
57403,0,,,,,,,,-0.05,0.32,0.01,2,3,-7,0.33,0,,,,,,,,,,,,,,,,,
57443,0,1,3,49,52,33,37,2,-0.07,0.44,-0.37,0,-12,2,0.44,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.9574
57483,0,,,,,,,,0.06,0.37,-0.32,1,-17,5,0.37,0,,,,,,,,,,,,,,,,,
57523,0,,,,,,,,0.15,0.37,-0.1,2,3,-5,0.4,0,,,,,,,,,,,,,,,,,
57563,0,,,,,,,,0.15,0.34,-0.06,2,12,-12,0.37,0,,,,,,,,,,,,,,,,,
57603,0,,,,,,,,0.1,0.29,-0.07,2,1,-1,0.3,0,,,,,,,,,,,,,,,,,
57643,0,1,3,49,52,33,37,3,0.3,0.4,-0.08,1,1,-1,0.5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.9607
57683,0,,,,,,,,0.26,0.28,-0.04,1,18,-7,0.38,0,,,,,,,,,,,,,,,,,
